target,model,feature_set,fold,metric,value,balancing
_MENT14D,LinearSVC,recommended,4,recall,0.842368223832126,class_weight
_MENT14D,LinearSVC,recommended,4,f1,0.7866557797737082,class_weight
_MENT14D,LinearSVC,recommended,4,specificity,0.5502440245275936,class_weight
_MENT14D,LinearSVC,recommended,4,roc_auc,0.7819372403913599,class_weight
_MENT14D,LinearSVC,recommended,4,pr_auc,0.8286042465372713,class_weight
_MENT14D,LinearSVC,recommended,4,brier,0.1824887467546499,class_weight
_MENT14D,LogisticRegression,recommended,4,accuracy,0.711,class_weight
_MENT14D,LogisticRegression,recommended,4,precision,0.7759369185788961,class_weight
_MENT14D,LogisticRegression,recommended,4,recall,0.7292863685569156,class_weight
_MENT14D,LogisticRegression,recommended,4,f1,0.7518887362637363,class_weight
_MENT14D,LogisticRegression,recommended,4,specificity,0.6835189588286823,class_weight
_MENT14D,LogisticRegression,recommended,4,roc_auc,0.7822984907483822,class_weight
_MENT14D,LogisticRegression,recommended,4,pr_auc,0.8288805964024342,class_weight
_MENT14D,LogisticRegression,recommended,4,brier,0.18880480194905414,class_weight
_MENT14D,XGBoost,recommended,4,accuracy,0.74135,class_weight
_MENT14D,XGBoost,recommended,4,precision,0.756337183140843,class_weight
_MENT14D,XGBoost,recommended,4,recall,0.8397868265467566,class_weight
_MENT14D,XGBoost,recommended,4,f1,0.7958805192755396,class_weight
_MENT14D,XGBoost,recommended,4,specificity,0.5934175947941435,class_weight
_MENT14D,XGBoost,recommended,4,roc_auc,0.7984117082588094,class_weight
_MENT14D,XGBoost,recommended,4,pr_auc,0.8410550491298372,class_weight
_MENT14D,XGBoost,recommended,4,brier,0.17578458786010742,class_weight
_MENT14D,LightGBM,recommended,4,accuracy,0.72645,class_weight
_MENT14D,LightGBM,recommended,4,precision,0.7866538056822168,class_weight
_MENT14D,LightGBM,recommended,4,recall,0.747023066033808,class_weight
_MENT14D,LightGBM,recommended,4,f1,0.7663263998633238,class_weight
_MENT14D,LightGBM,recommended,4,specificity,0.6955324740332874,class_weight
_MENT14D,LightGBM,recommended,4,roc_auc,0.7998682088004347,class_weight
_MENT14D,LightGBM,recommended,4,pr_auc,0.8423656882190229,class_weight
_MENT14D,LightGBM,recommended,4,brier,0.18082541224901602,class_weight
_MENT14D,RandomForest,recommended,5,accuracy,0.72995,class_weight
_MENT14D,RandomForest,recommended,5,precision,0.7839951865222623,class_weight
_MENT14D,RandomForest,recommended,5,recall,0.7595136980597885,class_weight
_MENT14D,RandomForest,recommended,5,f1,0.7715602926870533,class_weight
_MENT14D,RandomForest,recommended,5,specificity,0.6855212113627831,class_weight
_MENT14D,RandomForest,recommended,5,roc_auc,0.7976192124875601,class_weight
_MENT14D,RandomForest,recommended,5,pr_auc,0.8425534325662711,class_weight
_MENT14D,RandomForest,recommended,5,brier,0.1837402801429584,class_weight
_MENT14D,LinearSVC,recommended,5,accuracy,0.72695,class_weight
_MENT14D,LinearSVC,recommended,5,precision,0.738351776354106,class_weight
_MENT14D,LinearSVC,recommended,5,recall,0.8445332667166292,class_weight
_MENT14D,LinearSVC,recommended,5,f1,0.7878811419693145,class_weight
_MENT14D,LinearSVC,recommended,5,specificity,0.5502440245275936,class_weight
_MENT14D,LinearSVC,recommended,5,roc_auc,0.7825521225326365,class_weight
_MENT14D,LinearSVC,recommended,5,pr_auc,0.8306759382346758,class_weight
_MENT14D,LinearSVC,recommended,5,brier,0.1824110663699947,class_weight
_MENT14D,LogisticRegression,recommended,5,accuracy,0.71245,class_weight
_MENT14D,LogisticRegression,recommended,5,precision,0.7778863232682061,class_weight
_MENT14D,LogisticRegression,recommended,5,recall,0.7293696394370889,class_weight
_MENT14D,LogisticRegression,recommended,5,f1,0.7528471356740728,class_weight
_MENT14D,LogisticRegression,recommended,5,specificity,0.6870229007633588,class_weight
_MENT14D,LogisticRegression,recommended,5,roc_auc,0.7827301686168111,class_weight
_MENT14D,LogisticRegression,recommended,5,pr_auc,0.8309043043379458,class_weight
_MENT14D,LogisticRegression,recommended,5,brier,0.18848037449525257,class_weight
_MENT14D,XGBoost,recommended,5,accuracy,0.73895,class_weight
_MENT14D,XGBoost,recommended,5,precision,0.7517057253040641,class_weight
_MENT14D,XGBoost,recommended,5,recall,0.84403364143559,class_weight
_MENT14D,XGBoost,recommended,5,f1,0.7951986819911349,class_weight
_MENT14D,XGBoost,recommended,5,specificity,0.5810286572393943,class_weight
_MENT14D,XGBoost,recommended,5,roc_auc,0.7999239953924766,class_weight
_MENT14D,XGBoost,recommended,5,pr_auc,0.8450838993731494,class_weight
_MENT14D,XGBoost,recommended,5,brier,0.1756574511528015,class_weight
_MENT14D,LightGBM,recommended,5,accuracy,0.72855,class_weight
_MENT14D,LightGBM,recommended,5,precision,0.786136719429466,class_weight
_MENT14D,LightGBM,recommended,5,recall,0.7526854858855858,class_weight
_MENT14D,LightGBM,recommended,5,f1,0.769047517760667,class_weight
_MENT14D,LightGBM,recommended,5,specificity,0.6922788136653736,class_weight
_MENT14D,LightGBM,recommended,5,roc_auc,0.8015308441081902,class_weight
_MENT14D,LightGBM,recommended,5,pr_auc,0.8459704261757409,class_weight
_MENT14D,LightGBM,recommended,5,brier,0.17993005670192,class_weight
