target,model,feature_set,fold,metric,value,balancing
ADDEPEV3,LinearSVC,rf_top30,5,precision,0.693217453633187,class_weight
ADDEPEV3,LinearSVC,rf_top30,5,recall,0.402444733420026,class_weight
ADDEPEV3,LinearSVC,rf_top30,5,f1,0.5092476798525637,class_weight
ADDEPEV3,LinearSVC,rf_top30,5,specificity,0.9522960320998662,class_weight
ADDEPEV3,LinearSVC,rf_top30,5,roc_auc,0.8335068598767326,class_weight
ADDEPEV3,LinearSVC,rf_top30,5,pr_auc,0.6181667319664926,class_weight
ADDEPEV3,LinearSVC,rf_top30,5,brier,0.11877698691571073,class_weight
ADDEPEV3,LogisticRegression,rf_top30,5,accuracy,0.7704201052735684,class_weight
ADDEPEV3,LogisticRegression,rf_top30,5,precision,0.4721730711447935,class_weight
ADDEPEV3,LogisticRegression,rf_top30,5,recall,0.7356566970091027,class_weight
ADDEPEV3,LogisticRegression,rf_top30,5,f1,0.5751758916588718,class_weight
ADDEPEV3,LogisticRegression,rf_top30,5,specificity,0.7797313865358895,class_weight
ADDEPEV3,LogisticRegression,rf_top30,5,roc_auc,0.83409623792733,class_weight
ADDEPEV3,LogisticRegression,rf_top30,5,pr_auc,0.6192825562986657,class_weight
ADDEPEV3,LogisticRegression,rf_top30,5,brier,0.1619022974134052,class_weight
ADDEPEV3,XGBoost,rf_top30,5,accuracy,0.8395182470522302,class_weight
ADDEPEV3,XGBoost,rf_top30,5,precision,0.6922692851793293,class_weight
ADDEPEV3,XGBoost,rf_top30,5,recall,0.4327178153446034,class_weight
ADDEPEV3,XGBoost,rf_top30,5,f1,0.5325523333973498,class_weight
ADDEPEV3,XGBoost,rf_top30,5,specificity,0.9484786000891663,class_weight
ADDEPEV3,XGBoost,rf_top30,5,roc_auc,0.8395452631275339,class_weight
ADDEPEV3,XGBoost,rf_top30,5,pr_auc,0.6315917266219283,class_weight
ADDEPEV3,XGBoost,rf_top30,5,brier,0.11646817624568939,class_weight
ADDEPEV3,LightGBM,rf_top30,5,accuracy,0.7718706387841892,class_weight
ADDEPEV3,LightGBM,rf_top30,5,precision,0.4747175280824851,class_weight
ADDEPEV3,LightGBM,rf_top30,5,recall,0.7495968790637191,class_weight
ADDEPEV3,LightGBM,rf_top30,5,f1,0.581299665201081,class_weight
ADDEPEV3,LightGBM,rf_top30,5,specificity,0.7778366027641551,class_weight
ADDEPEV3,LightGBM,rf_top30,5,roc_auc,0.8403309392840144,class_weight
ADDEPEV3,LightGBM,rf_top30,5,pr_auc,0.6328877428907993,class_weight
ADDEPEV3,LightGBM,rf_top30,5,brier,0.1583599775195226,class_weight
